Time,Channel_1,Channel_3,Channel_5,Channel_7,Channel_9
166445,-0.028,0.027,0.005,-0.12,0.023
166446,-0.03,0.002,0.011,-0.116,0.074
166447,-0.029,-0.027,0.004,-0.165,0.047
166448,-0.024,-0.049,0.011,-0.121,0.077
166449,-0.026,-0.054,0.004,-0.282,0.105
166450,-0.029,-0.03,0.006,-0.209,0.126
166451,-0.038,0.006,0.008,-0.069,0.019
166452,-0.04,0.01,0.013,-0.037,0.025
166453,-0.054,0.021,0.007,-0.241,0.122
166454,-0.049,0.03,0.007,-0.064,0.003
166455,-0.029,0.033,0.009,-0.193,0.105
166456,-0.033,0.032,0.009,-0.051,0.007
166457,-0.03,0.031,0.009,-0.189,0.107
166458,-0.024,0.034,0.004,-0.23,0.079
166459,-0.023,0.042,0.01,-0.062,0.014
166460,-0.033,0.035,0.01,-0.049,0.033
166461,-0.039,0.024,0.01,-0.028,0.008
166462,-0.035,0.034,0.011,-0.181,0.112
166463,-0.016,0.063,0.01,-0.183,0.12
166464,-0.029,0.063,0.005,-0.265,0.126
166465,-0.035,0.055,0.007,-0.071,0.002
166466,-0.035,0.047,0.008,-0.201,0.115
166467,-0.04,0.025,0.005,-0.112,0.016
166468,-0.047,0.017,0.012,-0.102,0.07
166469,-0.049,0.017,0.004,-0.216,0.081
166470,-0.034,0.012,0.004,-0.16,0.041
166471,-0.032,-0.003,0.007,-0.026,-0.025
166472,-0.043,0.002,0.011,-0.139,0.087
166473,-0.038,-0.006,0.008,-0.083,0.015
166474,-0.04,-0.018,0.007,-0.211,0.109
166475,-0.05,-0.024,0.009,-0.066,0.029
166476,-0.041,-0.017,0.005,-0.24,0.109
166477,-0.039,-0.0,0.003,-0.128,0.076
166478,-0.032,0.0,0.011,-0.05,0.03
166479,-0.026,-0.007,0.013,-0.081,0.056
166480,-0.025,-0.013,0.012,-0.048,0.043
166481,-0.025,-0.009,0.007,-0.219,0.119
166482,-0.019,0.009,0.009,-0.047,0.015
166483,-0.02,0.026,0.008,-0.22,0.112
166484,-0.024,0.04,0.009,-0.093,0.036
166485,-0.023,0.042,0.006,-0.245,0.121
166486,-0.026,0.029,0.011,-0.038,0.01
166487,-0.024,0.015,0.007,-0.233,0.128
166488,-0.024,0.013,0.009,-0.041,-0.013
166489,-0.026,0.007,0.01,-0.167,0.112
166490,-0.035,-0.002,0.006,-0.262,0.128
166491,-0.037,0.009,0.003,-0.213,0.065
166492,-0.032,0.009,0.011,-0.042,0.03
166493,-0.027,0.0,0.005,-0.241,0.103
166494,-0.022,0.001,0.009,-0.068,0.015
166495,-0.021,0.007,0.01,-0.22,0.135
166496,-0.028,0.024,0.007,-0.236,0.138
166497,-0.035,0.032,0.005,-0.258,0.114
166498,-0.036,0.021,0.007,-0.057,0.004
166499,-0.026,0.008,0.009,-0.205,0.12
166500,-0.017,-0.008,0.008,-0.252,0.118
166501,-0.02,-0.022,0.008,-0.073,0.01
166502,-0.024,-0.032,0.01,-0.136,0.075
166503,-0.025,-0.041,0.004,-0.192,0.083
166504,-0.03,-0.029,0.009,-0.172,0.064
166505,-0.029,-0.016,0.008,-0.108,0.052
166506,-0.022,-0.007,0.007,-0.174,0.078
166507,-0.027,0.004,0.01,-0.036,0.02
166508,-0.025,0.016,0.012,-0.06,0.055
166509,-0.021,0.021,0.012,-0.078,0.016
166510,-0.026,0.029,0.013,-0.025,0.004
166511,-0.03,0.035,0.011,-0.068,0.049
166512,-0.035,0.045,0.005,-0.25,0.114
166513,-0.031,0.042,0.011,-0.072,0.034
166514,-0.023,0.054,0.006,-0.174,0.07
166515,-0.03,0.064,0.011,-0.148,0.095
166516,-0.031,0.064,0.006,-0.181,0.059
166517,-0.032,0.061,0.012,-0.115,0.075
166518,-0.032,0.045,0.005,-0.185,0.067
166519,-0.037,0.022,0.005,-0.088,-0.011
166520,-0.038,0.013,0.007,-0.039,-0.0
166521,-0.034,0.02,0.012,-0.076,0.046
166522,-0.033,0.013,0.005,-0.257,0.108
166523,-0.031,0.014,0.01,-0.069,0.029
166524,-0.034,0.014,0.005,-0.26,0.123
166525,-0.041,0.009,0.009,-0.072,0.018
166526,-0.04,0.02,0.008,-0.222,0.125
166527,-0.035,0.031,0.004,-0.21,0.079
166528,-0.034,0.041,0.011,-0.049,0.027
166529,-0.022,0.029,0.005,-0.224,0.099
166530,-0.02,0.024,0.005,-0.248,0.113
166531,-0.02,0.027,0.005,-0.261,0.121
166532,-0.028,0.034,0.009,-0.042,-0.007
166533,-0.03,0.036,0.011,-0.178,0.104
166534,-0.03,0.043,0.005,-0.271,0.135
166535,-0.02,0.044,0.005,-0.112,0.025
166536,-0.026,0.048,0.013,-0.119,0.085
166537,-0.036,0.042,0.005,-0.151,0.046
166538,-0.042,0.036,0.013,-0.031,-0.001
166539,-0.037,0.028,0.011,-0.192,0.123
166540,-0.038,0.02,0.011,-0.203,0.132
166541,-0.041,0.015,0.004,-0.202,0.078
166542,-0.044,0.024,0.011,-0.041,0.012
166543,-0.043,0.026,0.009,-0.235,0.143
166544,-0.037,0.022,0.008,-0.095,0.014
166545,-0.035,0.016,0.006,-0.232,0.114
166546,-0.036,-0.002,0.002,-0.186,0.036
166547,-0.033,-0.008,0.006,-0.049,-0.015
166548,-0.031,-0.009,0.008,-0.132,0.017
166549,-0.037,-0.02,0.012,-0.047,0.025
166550,-0.04,-0.016,0.012,-0.062,0.054
166551,-0.036,-0.005,0.007,-0.234,0.128
166552,-0.036,0.0,0.008,-0.083,0.018
166553,-0.031,0.01,0.01,-0.195,0.114
166554,-0.031,0.013,0.004,-0.18,0.051
166555,-0.038,0.026,0.011,-0.044,0.014
166556,-0.034,0.027,0.006,-0.254,0.125
166557,-0.035,0.01,0.004,-0.167,0.026
166558,-0.038,0.01,0.006,-0.068,-0.017
166559,-0.042,0.006,0.01,-0.013,-0.005
166560,-0.043,-0.03,0.012,-0.056,0.003
166561,-0.04,-0.045,0.011,-0.178,0.111
166562,-0.04,-0.063,0.005,-0.145,0.041
166563,-0.036,-0.059,0.011,-0.156,0.1
166564,-0.034,-0.043,0.006,-0.141,0.037
166565,-0.032,-0.014,0.013,-0.088,0.068
166566,-0.038,0.014,0.005,-0.215,0.088
166567,-0.036,0.001,0.01,-0.076,0.035
166568,-0.025,-0.01,0.006,-0.227,0.078
166569,-0.035,0.005,0.01,-0.114,0.079
166570,-0.022,0.027,0.004,-0.109,0.067
166571,-0.026,0.045,0.011,-0.131,0.049
166572,-0.033,0.048,0.005,-0.225,0.098
166573,-0.022,0.036,0.01,-0.21,0.128
166574,-0.025,0.035,0.008,-0.247,0.138
166575,-0.042,0.034,0.006,-0.255,0.12
166576,-0.042,0.021,0.007,-0.091,0.022
166577,-0.037,0.018,0.008,-0.223,0.111
166578,-0.028,0.02,0.007,-0.068,0.005
166579,-0.024,0.018,0.012,-0.127,0.088
166580,-0.025,0.018,0.011,-0.144,0.106
166581,-0.019,0.013,0.004,-0.159,0.05
166582,-0.015,0.014,0.01,-0.015,-0.011
166583,-0.021,0.012,0.01,-0.048,0.022
166584,-0.027,0.011,0.006,-0.192,0.083
166585,-0.033,0.011,0.012,-0.04,0.014
166586,-0.026,0.009,0.007,-0.221,0.118
166587,-0.027,0.02,0.008,-0.063,0.006
166588,-0.021,0.033,0.007,-0.232,0.123
166589,-0.025,0.023,0.003,-0.168,0.04
166590,-0.041,0.024,0.01,-0.021,-0.005
166591,-0.03,0.026,0.008,-0.236,0.131
166592,-0.024,0.032,0.004,-0.263,0.095
166593,-0.025,0.037,0.006,-0.084,0.008
166594,-0.033,0.046,0.014,-0.028,0.005
166595,-0.037,0.059,0.009,-0.206,0.121
166596,-0.034,0.073,0.007,-0.084,0.013
166597,-0.028,0.091,0.011,-0.131,0.081
166598,-0.022,0.092,0.009,-0.221,0.124
166599,-0.026,0.051,0.005,-0.147,0.035
166600,-0.032,0.017,0.004,-0.119,0.017
166601,-0.038,-0.002,0.01,-0.021,-0.006
166602,-0.037,0.002,0.008,-0.215,0.11
166603,-0.033,0.007,0.003,-0.211,0.043
166604,-0.037,0.018,0.009,-0.02,-0.018
166605,-0.044,0.02,0.006,-0.073,0.018
166606,-0.036,0.029,0.011,-0.094,0.06
166607,-0.028,0.023,0.004,-0.208,0.085
166608,-0.035,0.015,0.012,-0.07,0.045
166609,-0.044,0.018,0.012,-0.138,0.109
166610,-0.037,0.028,0.011,-0.154,0.117
166611,-0.037,0.041,0.008,-0.252,0.138
166612,-0.035,0.045,0.004,-0.254,0.083
166613,-0.042,0.04,0.01,-0.025,0.011
166614,-0.04,0.036,0.012,-0.155,0.061
166615,-0.043,0.028,0.003,-0.249,0.108
166616,-0.038,0.021,0.008,-0.054,0.006
166617,-0.018,0.02,0.011,-0.053,0.042
166618,-0.011,0.018,0.007,-0.225,0.113
166619,-0.011,0.019,0.009,-0.061,0.012
166620,-0.01,0.028,0.011,-0.058,0.042
166621,-0.012,0.028,0.006,-0.249,0.132
166622,-0.018,0.028,0.008,-0.059,0.011
166623,-0.021,0.033,0.009,-0.202,0.113
166624,-0.027,0.035,0.003,-0.246,0.074
166625,-0.027,0.047,0.003,-0.112,0.074
166626,-0.024,0.052,0.011,-0.044,0.025
166627,-0.022,0.055,0.005,-0.25,0.122
166628,-0.03,0.056,0.01,-0.054,0.021
166629,-0.029,0.051,0.012,-0.127,0.09
166630,-0.03,0.048,0.012,-0.155,0.108
166631,-0.024,0.046,0.005,-0.185,0.069
166632,-0.021,0.056,0.011,-0.111,0.063
166633,-0.013,0.074,0.008,-0.137,0.054
166634,-0.007,0.066,0.008,-0.207,0.092
166635,-0.006,0.046,0.01,-0.125,0.079
166636,-0.025,0.029,0.004,-0.171,0.085
166637,-0.031,0.029,0.012,-0.131,0.042
166638,-0.03,0.032,0.01,-0.237,0.144
166639,-0.024,0.023,0.005,-0.142,0.041
166640,-0.029,0.007,0.006,-0.052,-0.006
166641,-0.033,0.0,0.007,-0.037,-0.006
166642,-0.028,-0.001,0.011,-0.024,0.02
166643,-0.026,0.004,0.013,-0.102,0.032
166644,-0.032,0.003,0.012,-0.112,0.08
166645,-0.037,-0.006,0.006,-0.135,0.045
166646,-0.054,-0.01,0.012,-0.151,0.089
166647,-0.046,-0.004,0.006,-0.148,0.047
166648,-0.032,0.002,0.011,-0.129,0.088
166649,-0.023,0.011,0.005,-0.185,0.069
166650,-0.025,0.019,0.005,-0.086,-0.002
166651,-0.033,0.016,0.009,-0.013,-0.013
166652,-0.047,0.007,0.012,-0.144,0.094
166653,-0.048,0.006,0.009,-0.245,0.14
166654,-0.043,0.011,0.003,-0.225,0.083
166655,-0.037,0.015,0.005,-0.214,0.057
166656,-0.035,0.029,0.01,-0.042,0.005
166657,-0.035,0.029,0.008,-0.228,0.113
166658,-0.038,0.027,0.008,-0.083,0.023
166659,-0.043,0.04,0.006,-0.222,0.108
166660,-0.042,0.045,0.006,-0.254,0.121
166661,-0.042,0.048,0.007,-0.091,0.013
166662,-0.05,0.047,0.009,-0.029,-0.004
166663,-0.042,0.049,0.011,-0.039,0.04
166664,-0.037,0.048,0.005,-0.251,0.111
166665,-0.041,0.038,0.009,-0.044,0.011
166666,-0.043,0.033,0.008,-0.257,0.132
166667,-0.041,0.025,0.004,-0.119,0.03
166668,-0.027,0.012,0.012,-0.085,0.05
166669,-0.027,0.005,0.004,-0.225,0.089
166670,-0.022,-0.011,0.006,-0.256,0.111
166671,-0.026,-0.024,0.007,-0.07,0.005
166672,-0.027,-0.011,0.011,-0.16,0.101
166673,-0.034,-0.001,0.005,-0.153,0.038
166674,-0.032,0.005,0.013,-0.088,0.059
166675,-0.025,0.003,0.007,-0.243,0.125
166676,-0.027,0.006,0.003,-0.199,0.054
166677,-0.031,0.004,0.009,-0.042,0.001
166678,-0.036,0.004,0.01,-0.2,0.126
166679,-0.041,0.001,0.004,-0.156,0.044
166680,-0.04,0.004,0.004,-0.104,-0.0
166681,-0.039,0.016,0.011,-0.109,0.068
166682,-0.039,0.016,0.004,-0.204,0.076
166683,-0.04,0.033,0.012,-0.063,0.037
166684,-0.037,0.041,0.005,-0.23,0.1
166685,-0.039,0.042,0.01,-0.013,0.001
166686,-0.04,0.043,0.009,-0.213,0.114
166687,-0.044,0.048,0.006,-0.095,0.01
166688,-0.042,0.038,0.012,-0.129,0.085
166689,-0.04,0.026,0.004,-0.196,0.073
166690,-0.033,0.031,0.004,-0.233,0.087
166691,-0.032,0.035,0.01,-0.079,0.028
166692,-0.034,0.038,0.005,-0.218,0.094
166693,-0.04,0.036,0.011,-0.064,0.033
166694,-0.039,0.04,0.006,-0.233,0.101
166695,-0.042,0.033,0.011,-0.057,0.03
166696,-0.045,0.034,0.012,-0.12,0.085
166697,-0.043,0.037,0.01,-0.176,0.115
166698,-0.036,0.031,0.006,-0.138,0.053
166699,-0.037,0.043,0.007,-0.248,0.086
166700,-0.039,0.039,0.011,-0.154,0.078
166701,-0.038,0.021,0.008,-0.166,0.068
166702,-0.035,0.025,0.01,-0.042,0.018
166703,-0.035,0.027,0.008,-0.229,0.122
166704,-0.035,0.027,0.009,-0.043,-0.001
166705,-0.04,0.024,0.007,-0.219,0.113
166706,-0.036,0.022,0.007,-0.078,0.018
166707,-0.031,0.034,0.01,-0.192,0.111
166708,-0.029,0.035,0.005,-0.252,0.14
166709,-0.04,0.033,0.006,-0.11,0.022
166710,-0.038,0.025,0.013,-0.054,0.04
166711,-0.032,0.017,0.005,-0.232,0.1
166712,-0.028,0.027,0.011,-0.085,0.043
166713,-0.039,0.027,0.006,-0.272,0.138
166714,-0.044,0.024,0.005,-0.115,0.02
166715,-0.044,0.022,0.012,-0.126,0.081
166716,-0.039,0.019,0.005,-0.188,0.067
166717,-0.036,0.024,0.011,-0.121,0.075
166718,-0.029,0.023,0.005,-0.184,0.069
166719,-0.028,0.03,0.013,-0.029,0.032
166720,-0.021,0.026,0.009,-0.035,0.017
166721,-0.011,0.024,0.01,-0.193,0.116
166722,-0.004,0.023,0.006,-0.113,0.025
166723,-0.003,0.017,0.012,-0.075,0.06
166724,-0.011,0.011,0.011,-0.18,0.12
166725,-0.017,0.011,0.005,-0.191,0.069
166726,-0.02,0.02,0.011,-0.133,0.086
166727,-0.015,0.019,0.004,-0.198,0.062
166728,-0.015,0.017,0.011,-0.035,0.029
166729,-0.012,0.017,0.006,-0.226,0.098
166730,-0.009,0.012,0.006,-0.265,0.118
166731,-0.009,0.012,0.008,-0.062,0.004
166732,-0.01,0.024,0.01,-0.173,0.102
166733,-0.011,0.017,0.006,-0.101,0.019
166734,-0.011,0.024,0.012,-0.067,0.039
166735,-0.006,0.017,0.005,-0.214,0.084
166736,-0.018,0.012,0.01,-0.034,0.004
166737,-0.025,0.015,0.007,-0.216,0.112
166738,-0.031,0.018,0.007,-0.066,-0.002
166739,-0.042,0.024,0.006,-0.068,0.002
166740,-0.037,0.02,0.004,-0.139,0.017
166741,-0.039,0.022,0.01,-0.022,0.006
166742,-0.047,0.034,0.008,-0.231,0.129
166743,-0.052,0.041,0.004,-0.233,0.143
166744,-0.055,0.047,0.004,-0.147,0.036
166745,-0.057,0.06,0.012,-0.087,0.057
166746,-0.051,0.055,0.005,-0.251,0.112
166747,-0.046,0.055,0.009,-0.03,-0.003
166748,-0.046,0.053,0.01,-0.19,0.112
166749,-0.038,0.046,0.003,-0.238,0.09
166750,-0.035,0.045,0.005,-0.236,0.091
166751,-0.033,0.042,0.003,-0.234,0.08
166752,-0.03,0.039,0.002,-0.191,0.029
166753,-0.024,0.034,0.003,-0.111,0.062
166754,-0.023,0.039,0.008,-0.022,-0.004
166755,-0.024,0.036,0.008,-0.243,0.127
166756,-0.024,0.028,0.006,-0.097,0.009
166757,-0.034,0.036,0.013,-0.06,0.038
166758,-0.041,0.039,0.012,-0.151,0.107
166759,-0.044,0.04,0.005,-0.246,0.11
166760,-0.038,0.034,0.005,-0.243,0.107
166761,-0.036,0.023,0.006,-0.259,0.121
166762,-0.04,0.008,0.003,-0.244,0.074
166763,-0.046,0.014,0.01,-0.032,0.015
166764,-0.042,0.007,0.008,-0.142,0.071
166765,-0.035,0.008,0.008,-0.219,0.07
166766,-0.031,0.001,0.012,-0.143,0.046
166767,-0.027,-0.004,0.01,-0.135,0.08
166768,-0.028,-0.004,0.009,-0.18,0.102
166769,-0.03,-0.005,0.004,-0.124,0.018
166770,-0.031,0.013,0.005,-0.097,-0.001
166771,-0.028,0.019,0.012,-0.019,0.009
166772,-0.025,0.01,0.008,-0.227,0.114
166773,-0.029,-0.014,0.002,-0.21,0.129
166774,-0.03,-0.029,0.005,-0.086,0.005
166775,-0.022,0.001,0.004,-0.133,0.015
166776,-0.022,0.017,0.011,-0.064,0.036
166777,-0.036,0.028,0.006,-0.219,0.095
166778,-0.033,0.032,0.01,-0.022,-0.0
166779,-0.025,0.026,0.008,-0.217,0.111
166780,-0.022,0.028,0.008,-0.246,0.125
166781,-0.029,0.04,0.006,-0.273,0.12
166782,-0.031,0.045,0.006,-0.09,0.003
166783,-0.033,0.035,0.011,-0.012,-0.004
166784,-0.033,0.021,0.013,-0.12,0.079
166785,-0.044,0.01,0.009,-0.196,0.128
166786,-0.046,0.004,0.004,-0.214,0.073
166787,-0.044,-0.005,0.01,-0.036,0.007
166788,-0.031,0.007,0.006,-0.24,0.111
166789,-0.018,0.02,0.006,-0.083,0.004
166790,-0.01,0.017,0.008,-0.037,-0.002
166791,-0.009,0.017,0.012,-0.134,0.093
166792,-0.021,0.012,0.006,-0.142,0.05
166793,-0.027,0.01,0.012,-0.075,0.052
166794,-0.019,0.008,0.005,-0.245,0.125
166795,-0.02,0.005,0.005,-0.086,-0.0
166796,-0.009,0.005,0.012,-0.095,0.074
166797,-0.001,0.006,0.004,-0.212,0.084
166798,-0.002,0.004,0.011,-0.03,-0.002
166799,-0.015,-0.0,0.007,-0.237,0.122
166800,-0.026,0.007,0.004,-0.21,0.126
166801,-0.031,0.022,0.009,-0.035,0.002
166802,-0.042,0.033,0.013,-0.122,0.089
166803,-0.053,0.03,0.004,-0.236,0.099
166804,-0.06,0.022,0.011,-0.031,0.012
166805,-0.06,0.018,0.014,-0.025,0.018
166806,-0.044,0.017,0.009,-0.026,-0.006
166807,-0.041,0.019,0.013,-0.039,0.035
166808,-0.04,0.017,0.007,-0.231,0.118
166809,-0.039,0.013,0.007,-0.064,0.001
166810,-0.03,0.01,0.006,-0.075,-0.002
166811,-0.024,0.009,0.012,-0.13,0.09
166812,-0.034,0.008,0.005,-0.161,0.054
166813,-0.041,0.006,0.012,-0.094,0.073
166814,-0.038,0.0,0.006,-0.146,0.041
166815,-0.003,0.007,0.011,-0.14,0.089
166816,0.031,0.011,0.004,-0.158,0.044
166817,0.013,0.029,0.005,-0.08,0.04
166818,-0.017,0.042,0.011,-0.025,0.015
166819,-0.021,0.062,0.009,-0.216,0.129
166820,-0.022,0.081,0.011,-0.138,0.095
166821,-0.027,0.079,0.004,-0.219,0.088
166822,-0.035,0.068,0.011,-0.04,0.011
166823,-0.034,0.061,0.009,-0.243,0.133
166824,-0.041,0.055,0.005,-0.119,0.028
166825,-0.045,0.051,0.009,-0.17,0.1
166826,-0.043,0.04,0.005,-0.14,0.04
166827,-0.045,0.035,0.012,-0.089,0.063
166828,-0.05,0.029,0.005,-0.268,0.13
166829,-0.05,0.03,0.007,-0.072,0.004
166830,-0.055,0.025,0.011,-0.149,0.108
166831,-0.056,0.008,0.006,-0.134,0.087
166832,-0.05,0.009,0.007,-0.136,0.086
166833,-0.048,0.024,0.014,-0.16,0.063
166834,-0.047,0.032,0.008,-0.18,0.086
166835,-0.041,0.034,0.003,-0.222,0.075
166836,-0.04,0.035,0.008,-0.048,0.003
166837,-0.036,0.036,0.011,-0.174,0.103
166838,-0.033,0.023,0.006,-0.145,0.047
166839,-0.04,0.022,0.013,-0.051,0.041
166840,-0.043,0.019,0.01,-0.055,0.037
166841,-0.042,0.036,0.011,-0.03,0.016
166842,-0.063,0.042,0.007,-0.238,0.127
166843,-0.078,0.031,0.004,-0.266,0.108
166844,-0.053,0.026,0.008,-0.069,0.008
166845,-0.054,0.025,0.01,-0.205,0.119
166846,-0.046,0.011,0.004,-0.224,0.088
166847,-0.017,0.008,0.003,-0.191,0.049
166848,0.0,0.017,0.003,-0.242,0.083
166849,-0.0,0.016,0.009,-0.066,0.017
166850,-0.006,0.005,0.012,-0.065,0.049
166851,-0.022,-0.019,0.007,-0.247,0.124
166852,-0.061,-0.016,0.005,-0.087,0.011
166853,-0.078,-0.003,0.011,-0.149,0.095
166854,-0.059,0.013,0.012,-0.071,0.06
166855,-0.035,0.023,0.007,-0.214,0.103
166856,-0.028,0.023,0.01,-0.023,-0.002
166857,-0.031,0.014,0.009,-0.204,0.119
166858,-0.015,0.013,0.005,-0.159,0.05
166859,-0.006,0.022,0.011,-0.146,0.09
166860,-0.009,0.018,0.01,-0.203,0.123
166861,-0.02,0.012,0.008,-0.256,0.131
166862,-0.029,0.007,0.005,-0.285,0.127
166863,-0.027,0.009,0.004,-0.165,0.041
166864,-0.013,0.015,0.012,-0.103,0.059
166865,-0.009,0.014,0.004,-0.246,0.106
166866,-0.012,0.015,0.01,-0.044,0.012
166867,-0.014,0.006,0.014,-0.064,0.054
166868,-0.014,0.026,0.008,-0.241,0.132
166869,-0.016,0.043,0.007,-0.075,0.011
166870,-0.024,0.046,0.004,-0.121,0.021
166871,-0.024,0.041,0.012,-0.028,0.021
166872,-0.02,0.031,0.011,-0.042,0.023
166873,-0.028,0.033,0.013,-0.075,0.073
166874,-0.028,0.034,0.005,-0.25,0.104
166875,-0.035,0.023,0.01,-0.063,0.026
166876,-0.034,0.018,0.011,-0.097,0.024
166877,-0.036,0.014,0.007,-0.225,0.123
166878,-0.039,0.026,0.003,-0.161,0.034
166879,-0.043,0.058,0.002,-0.18,0.043
166880,-0.038,0.079,0.006,-0.244,0.114
166881,-0.042,0.079,0.003,-0.203,0.065
166882,-0.04,0.059,0.012,-0.054,0.034
166883,-0.031,0.008,0.006,-0.255,0.132
166884,-0.032,-0.007,0.003,-0.163,0.019
166885,-0.037,-0.002,0.01,-0.099,0.055
166886,-0.039,-0.002,0.01,-0.175,0.07
166887,-0.038,-0.006,0.006,-0.248,0.118
166888,-0.031,-0.009,0.004,-0.239,0.083
166889,-0.028,-0.005,0.01,-0.043,0.001
166890,-0.023,-0.006,0.007,-0.057,0.0
166891,-0.025,0.015,0.011,-0.155,0.102
166892,-0.027,0.021,0.007,-0.115,0.03
166893,-0.022,0.019,0.011,-0.149,0.099
166894,-0.016,0.018,0.006,-0.137,0.038
166895,-0.012,0.013,0.01,-0.087,0.046
166896,-0.012,0.008,0.006,-0.099,0.013
166897,-0.015,0.015,0.006,-0.208,0.065
166898,-0.021,0.024,0.011,-0.157,0.038
166899,-0.027,0.022,0.008,-0.155,0.091
166900,-0.03,0.013,0.01,-0.056,0.019
166901,-0.026,-0.033,0.007,-0.216,0.112
166902,-0.024,-0.062,0.011,-0.074,0.035
166903,-0.023,-0.038,0.011,-0.173,0.119
166904,-0.022,0.003,0.008,-0.255,0.137
166905,-0.033,0.047,0.003,-0.255,0.117
166906,-0.029,0.069,0.004,-0.279,0.111
166907,-0.033,0.083,0.007,-0.082,0.007
166908,-0.022,0.072,0.011,-0.148,0.092
166909,-0.01,0.058,0.004,-0.192,0.07
166910,-0.006,0.055,0.003,-0.18,0.046
166911,-0.007,0.034,0.003,-0.137,0.01
166912,-0.012,0.03,0.011,-0.058,0.027
166913,-0.017,0.046,0.012,-0.114,0.082
166914,-0.021,0.059,0.012,-0.134,0.054
166915,-0.031,0.065,0.008,-0.247,0.134
166916,-0.034,0.073,0.005,-0.142,0.037
166917,-0.039,0.066,0.011,-0.144,0.08
166918,-0.036,0.063,0.006,-0.241,0.121
166919,-0.043,0.065,0.01,-0.069,0.024
166920,-0.038,0.063,0.01,-0.048,0.036
166921,-0.036,0.069,0.011,-0.14,0.104
166922,-0.04,0.068,0.003,-0.24,0.096
166923,-0.037,0.049,0.01,-0.039,0.017
166924,-0.034,0.033,0.007,-0.24,0.133
166925,-0.039,0.018,0.005,-0.128,0.022
166926,-0.041,0.022,0.011,-0.126,0.083
166927,-0.034,0.029,0.008,-0.254,0.111
166928,-0.029,0.023,0.004,-0.152,0.033
166929,-0.037,0.025,0.006,-0.078,0.003
166930,-0.041,0.032,0.006,-0.05,0.003
166931,-0.051,0.027,0.011,-0.103,0.071
166932,-0.048,0.016,0.004,-0.231,0.1
166933,-0.056,0.003,0.01,-0.057,0.016
166934,-0.056,0.009,0.012,-0.081,0.062
166935,-0.048,0.02,0.01,-0.229,0.138
166936,-0.041,0.023,0.004,-0.161,0.047
166937,-0.032,0.023,0.012,-0.069,0.045
166938,-0.026,0.024,0.005,-0.16,0.053
166939,-0.041,0.025,0.012,-0.111,0.072
166940,-0.041,0.02,0.01,-0.141,0.096
166941,-0.039,0.021,0.004,-0.195,0.066
166942,-0.039,0.024,0.009,-0.048,0.005
166943,-0.033,0.031,0.01,-0.205,0.126
166944,-0.036,0.032,0.007,-0.102,0.018
166945,-0.036,0.037,0.008,-0.173,0.088
166946,-0.046,0.04,0.004,-0.242,0.087
166947,-0.049,0.041,0.007,-0.069,-0.002
166948,-0.041,0.042,0.011,-0.199,0.13
166949,-0.034,0.037,0.004,-0.235,0.09
166950,-0.03,0.018,0.003,-0.156,0.025
166951,-0.027,0.009,0.008,-0.055,0.01
166952,-0.02,0.015,0.007,-0.219,0.105
166953,-0.034,0.025,0.01,-0.072,0.042
166954,-0.017,0.04,0.013,-0.036,0.041
166955,-0.007,0.049,0.013,-0.08,0.075
166956,-0.015,0.049,0.005,-0.207,0.08
166957,-0.023,0.053,0.011,-0.039,0.017
166958,-0.028,0.051,0.006,-0.252,0.122
166959,-0.017,0.039,0.007,-0.075,0.007
166960,-0.019,0.032,0.006,-0.102,0.004
166961,-0.016,0.035,0.011,-0.138,0.096
166962,-0.016,0.038,0.004,-0.11,0.084
166963,-0.023,0.047,0.007,-0.216,0.062
166964,-0.035,0.043,0.009,-0.127,0.06
166965,-0.038,0.042,0.011,-0.158,0.07
166966,-0.03,0.044,0.007,-0.089,0.019
166967,-0.033,0.043,0.012,-0.138,0.094
166968,-0.033,0.03,0.005,-0.226,0.1
166969,-0.031,0.019,0.01,-0.107,0.055
166970,-0.035,0.015,0.005,-0.256,0.115
166971,-0.036,0.017,0.01,-0.096,0.044
166972,-0.033,0.019,0.005,-0.235,0.097
166973,-0.027,0.016,0.01,-0.051,0.025
166974,-0.023,0.012,0.006,-0.221,0.102
166975,-0.025,-0.002,0.01,-0.05,0.019
166976,-0.028,-0.018,0.012,-0.09,0.066
166977,-0.031,-0.012,0.012,-0.16,0.111
166978,-0.023,0.011,0.007,-0.255,0.129
166979,-0.019,0.022,0.003,-0.131,0.082
166980,-0.02,0.027,0.007,-0.226,0.078
166981,-0.026,0.032,0.01,-0.095,0.047
166982,-0.033,0.034,0.004,-0.229,0.089
166983,-0.042,0.038,0.011,-0.055,0.026
166984,-0.034,0.06,0.005,-0.227,0.111
166985,-0.026,0.083,0.009,-0.033,-0.005
166986,-0.027,0.096,0.01,-0.202,0.122
166987,-0.027,0.1,0.005,-0.269,0.113
166988,-0.033,0.079,0.008,-0.061,0.004
166989,-0.029,0.065,0.01,-0.208,0.123
166990,-0.027,0.059,0.01,-0.044,0.015
166991,-0.03,0.047,0.012,-0.096,0.069
166992,-0.028,0.045,0.006,-0.188,0.07
166993,-0.027,0.04,0.011,-0.117,0.069
166994,-0.025,0.034,0.005,-0.168,0.045
166995,-0.027,0.034,0.011,-0.068,0.001
166996,-0.029,0.031,0.011,-0.18,0.118
166997,-0.035,0.028,0.008,-0.226,0.126
166998,-0.042,0.03,0.007,-0.059,-0.002
