Time,Channel_1,Channel_3,Channel_5,Channel_7,Channel_9
165890,-0.039,0.049,0.004,-0.142,0.019
165891,-0.041,0.052,0.011,-0.018,0.002
165892,-0.053,0.048,0.009,-0.249,0.14
165893,-0.055,0.05,0.005,-0.239,0.128
165894,-0.053,0.042,0.01,-0.065,0.026
165895,-0.037,0.038,0.005,-0.234,0.109
165896,-0.022,0.041,0.01,-0.048,0.011
165897,-0.022,0.025,0.012,-0.084,0.07
165898,-0.021,0.019,0.004,-0.189,0.072
165899,-0.022,0.022,0.004,-0.096,0.005
165900,-0.023,0.028,0.004,-0.106,0.002
165901,-0.032,0.039,0.005,-0.086,-0.008
165902,-0.034,0.038,0.012,-0.078,0.054
165903,-0.034,0.036,0.004,-0.252,0.109
165904,-0.036,0.042,0.005,-0.222,0.073
165905,-0.035,0.05,0.01,-0.038,0.016
165906,-0.032,0.055,0.011,-0.086,0.067
165907,-0.039,0.046,0.005,-0.184,0.074
165908,-0.042,0.04,0.011,-0.107,0.071
165909,-0.038,0.034,0.011,-0.185,0.123
165910,-0.04,0.035,0.012,-0.135,0.093
165911,-0.036,0.031,0.011,-0.177,0.066
165912,-0.027,0.023,0.005,-0.174,0.079
165913,-0.018,0.022,0.013,-0.143,0.061
165914,-0.02,0.022,0.008,-0.189,0.09
165915,-0.034,0.028,0.01,-0.083,0.056
165916,-0.044,0.018,0.008,-0.144,0.07
165917,-0.044,0.009,0.008,-0.243,0.147
165918,-0.042,0.013,0.005,-0.14,0.033
165919,-0.036,0.026,0.01,-0.016,0.011
165920,-0.031,0.032,0.008,-0.041,-0.003
165921,-0.032,0.032,0.012,-0.062,0.004
165922,-0.033,0.035,0.011,-0.194,0.112
165923,-0.029,0.034,0.006,-0.121,0.035
165924,-0.028,0.03,0.008,-0.211,0.12
165925,-0.025,0.028,0.008,-0.242,0.135
165926,-0.035,0.024,0.006,-0.108,0.023
165927,-0.041,0.023,0.013,-0.086,0.058
165928,-0.037,0.012,0.006,-0.177,0.069
165929,-0.038,0.022,0.012,-0.053,0.036
165930,-0.032,0.027,0.012,-0.118,0.089
165931,-0.025,0.023,0.004,-0.24,0.097
165932,-0.026,0.013,0.01,-0.048,0.02
165933,-0.023,0.018,0.012,-0.171,0.069
165934,-0.029,0.026,0.011,-0.121,0.1
165935,-0.038,0.017,0.013,-0.128,0.099
165936,-0.037,0.013,0.004,-0.212,0.091
165937,-0.031,0.013,0.006,-0.067,-0.005
165938,-0.025,0.012,0.012,-0.044,0.037
165939,-0.022,0.014,0.012,-0.16,0.112
165940,-0.021,0.025,0.011,-0.123,0.029
165941,-0.024,0.028,0.013,-0.058,0.055
165942,-0.021,0.032,0.007,-0.223,0.107
165943,-0.022,0.034,0.01,-0.052,0.019
165944,-0.026,0.034,0.012,-0.023,0.025
165945,-0.027,0.033,0.008,-0.232,0.131
165946,-0.027,0.034,0.004,-0.162,0.045
165947,-0.022,0.038,0.012,-0.089,0.068
165948,-0.015,0.058,0.004,-0.214,0.086
165949,-0.019,0.069,0.004,-0.125,0.003
165950,-0.016,0.063,0.004,-0.104,0.011
165951,-0.023,0.066,0.007,-0.026,-0.016
165952,-0.024,0.082,0.01,-0.189,0.113
165953,-0.025,0.089,0.002,-0.194,0.067
165954,-0.024,0.086,0.008,-0.028,-0.006
165955,-0.026,0.06,0.011,-0.159,0.104
165956,-0.025,0.052,0.003,-0.202,0.077
165957,-0.032,0.05,0.009,-0.014,-0.013
165958,-0.026,0.045,0.011,-0.179,0.111
165959,-0.021,0.031,0.007,-0.068,0.015
165960,-0.034,0.035,0.004,-0.082,0.002
165961,-0.067,0.027,0.013,-0.035,0.026
165962,-0.066,0.001,0.008,-0.242,0.129
165963,-0.059,-0.006,0.005,-0.102,0.009
165964,-0.048,-0.003,0.011,-0.124,0.074
165965,-0.04,-0.005,0.007,-0.133,0.036
165966,-0.042,0.004,0.013,-0.064,0.051
165967,-0.042,0.002,0.009,-0.223,0.137
165968,-0.035,-0.003,0.009,-0.223,0.125
165969,-0.034,0.012,0.006,-0.119,0.035
165970,-0.04,0.034,0.013,-0.086,0.057
165971,-0.04,0.036,0.004,-0.25,0.1
165972,-0.046,0.033,0.009,-0.023,-0.003
165973,-0.046,0.029,0.01,-0.186,0.113
165974,-0.042,0.035,0.005,-0.27,0.129
165975,-0.032,0.038,0.006,-0.112,0.014
165976,-0.03,0.031,0.012,-0.138,0.085
165977,-0.024,0.021,0.004,-0.243,0.097
165978,-0.025,0.023,0.007,-0.111,0.011
165979,-0.02,0.026,0.009,-0.142,0.091
165980,-0.03,0.033,0.009,-0.117,0.038
165981,-0.017,0.043,0.004,-0.187,0.079
165982,-0.009,0.031,0.013,-0.11,0.035
165983,-0.006,-0.004,0.005,-0.245,0.102
165984,-0.024,-0.014,0.004,-0.202,0.056
165985,-0.031,-0.015,0.011,-0.093,0.051
165986,-0.033,-0.021,0.005,-0.24,0.1
165987,-0.029,0.002,0.01,-0.039,0.007
165988,-0.032,0.047,0.012,-0.034,0.028
165989,-0.028,0.076,0.009,-0.223,0.122
165990,-0.032,0.097,0.009,-0.212,0.112
165991,-0.033,0.082,0.005,-0.187,0.064
165992,-0.029,0.043,0.006,-0.064,0.019
165993,-0.036,0.023,0.007,-0.179,0.045
165994,-0.039,0.02,0.004,-0.155,0.035
165995,-0.036,0.011,0.012,-0.074,0.047
165996,-0.035,0.03,0.006,-0.234,0.115
165997,-0.035,0.029,0.008,-0.069,0.013
165998,-0.033,0.011,0.006,-0.252,0.132
165999,-0.034,-0.017,0.003,-0.157,0.047
166000,-0.038,-0.028,0.005,-0.187,0.055
166001,-0.05,-0.031,0.003,-0.224,0.129
166002,-0.046,-0.022,0.006,-0.076,0.014
166003,-0.048,0.006,0.011,-0.149,0.093
166004,-0.049,0.029,0.007,-0.238,0.138
166005,-0.04,0.034,0.009,-0.253,0.145
166006,-0.036,0.038,0.006,-0.138,0.048
166007,-0.039,0.031,0.011,-0.139,0.082
166008,-0.039,0.023,0.004,-0.233,0.097
166009,-0.029,0.02,0.012,-0.054,0.034
166010,-0.026,0.029,0.011,-0.047,0.026
166011,-0.027,0.033,0.012,-0.06,0.054
166012,-0.042,0.029,0.008,-0.254,0.136
166013,-0.038,0.018,0.005,-0.097,0.006
166014,-0.032,0.022,0.008,-0.038,0.002
166015,-0.024,0.016,0.012,-0.104,0.075
166016,-0.021,0.015,0.004,-0.205,0.074
166017,-0.038,0.015,0.01,-0.036,0.005
166018,-0.055,0.022,0.008,-0.234,0.127
166019,-0.062,0.025,0.006,-0.105,0.025
166020,-0.05,0.026,0.008,-0.042,0.009
166021,-0.042,0.024,0.007,-0.222,0.111
166022,-0.03,0.028,0.003,-0.228,0.073
166023,-0.022,0.034,0.003,-0.168,0.022
166024,-0.022,0.038,0.011,-0.095,0.055
166025,-0.029,0.049,0.004,-0.18,0.052
166026,-0.031,0.048,0.011,-0.087,0.057
166027,-0.028,0.032,0.005,-0.168,0.053
166028,-0.048,0.03,0.012,-0.076,0.055
166029,-0.054,0.024,0.009,-0.172,0.113
166030,-0.033,0.019,0.011,-0.178,0.118
166031,-0.021,0.014,0.004,-0.173,0.055
166032,-0.026,0.02,0.005,-0.064,0.002
166033,-0.022,0.03,0.01,-0.164,0.102
166034,-0.027,0.035,0.006,-0.268,0.122
166035,-0.031,0.039,0.008,-0.071,0.003
166036,-0.039,0.035,0.012,-0.07,0.059
166037,-0.047,0.034,0.008,-0.241,0.116
166038,-0.05,0.03,0.008,-0.051,0.004
166039,-0.05,0.037,0.007,-0.237,0.117
166040,-0.051,0.046,0.006,-0.265,0.138
166041,-0.022,0.048,0.005,-0.14,0.042
166042,-0.013,0.046,0.012,-0.126,0.079
166043,-0.014,0.035,0.006,-0.164,0.069
166044,0.029,0.028,0.01,-0.113,0.078
166045,0.05,0.025,0.007,-0.143,0.053
166046,0.041,0.029,0.006,-0.2,0.073
166047,0.029,0.029,0.009,-0.231,0.129
166048,0.022,0.027,0.003,-0.114,0.073
166049,0.02,0.02,0.011,-0.015,-0.005
166050,0.018,0.025,0.011,-0.078,0.012
166051,0.005,0.022,0.012,-0.145,0.096
166052,-0.008,0.014,0.005,-0.177,0.06
166053,-0.004,0.025,0.012,-0.103,0.066
166054,-0.0,0.016,0.006,-0.151,0.054
166055,-0.011,0.002,0.012,-0.115,0.07
166056,-0.01,0.005,0.004,-0.246,0.103
166057,-0.017,0.018,0.003,-0.169,0.032
166058,-0.021,0.02,0.011,-0.037,0.006
166059,-0.019,0.017,0.006,-0.212,0.091
166060,-0.024,0.014,0.004,-0.127,0.008
166061,-0.035,0.014,0.004,-0.093,0.058
166062,-0.04,0.013,0.012,-0.075,0.058
166063,-0.034,0.015,0.012,-0.104,0.078
166064,-0.028,0.018,0.011,-0.186,0.132
166065,-0.025,0.02,0.004,-0.21,0.08
166066,-0.034,0.015,0.005,-0.097,-0.004
166067,-0.04,0.014,0.012,-0.095,0.069
166068,-0.039,0.007,0.007,-0.126,0.031
166069,-0.038,0.001,0.012,-0.126,0.085
166070,-0.04,-0.002,0.01,-0.186,0.113
166071,-0.044,0.014,0.008,-0.24,0.112
166072,-0.053,0.026,0.003,-0.149,0.043
166073,-0.054,0.025,0.01,-0.09,0.002
166074,-0.049,0.023,0.011,-0.122,0.075
166075,-0.047,0.045,0.006,-0.124,0.03
166076,-0.042,0.024,0.004,-0.112,0.019
166077,-0.045,0.017,0.011,-0.13,0.078
166078,-0.046,0.017,0.004,-0.223,0.097
166079,-0.044,0.026,0.011,-0.068,0.035
166080,-0.042,0.026,0.011,-0.08,0.056
166081,-0.042,0.032,0.006,-0.25,0.115
166082,-0.045,0.03,0.01,-0.041,0.012
166083,-0.042,0.021,0.006,-0.241,0.113
166084,-0.045,0.009,0.005,-0.088,0.002
166085,-0.048,0.013,0.013,-0.074,0.064
166086,-0.044,0.032,0.004,-0.227,0.083
166087,-0.056,0.037,0.008,-0.152,0.032
166088,-0.053,0.039,0.013,-0.054,0.053
166089,-0.04,0.04,0.006,-0.222,0.106
166090,-0.028,0.034,0.005,-0.234,0.091
166091,-0.032,0.03,0.009,-0.046,0.013
166092,-0.033,0.028,0.008,-0.24,0.131
166093,-0.033,0.032,0.006,-0.111,0.025
166094,-0.03,0.036,0.009,-0.182,0.1
166095,-0.032,0.039,0.003,-0.215,0.048
166096,-0.029,0.037,0.011,-0.092,0.051
166097,-0.029,0.035,0.004,-0.223,0.087
166098,-0.03,0.028,0.003,-0.101,0.054
166099,-0.033,0.026,0.006,-0.196,0.052
166100,-0.032,0.022,0.003,-0.209,0.061
166101,-0.033,0.023,0.01,-0.019,-0.011
166102,-0.033,0.013,0.01,-0.175,0.101
166103,-0.02,0.018,0.007,-0.084,0.01
166104,-0.021,0.025,0.012,-0.121,0.08
166105,-0.023,0.035,0.004,-0.196,0.063
166106,-0.015,0.038,0.003,-0.155,0.032
166107,-0.025,0.032,0.012,-0.067,0.033
166108,-0.02,0.017,0.006,-0.252,0.123
166109,-0.022,0.007,0.008,-0.107,0.053
166110,-0.024,-0.0,0.006,-0.216,0.066
166111,-0.048,-0.005,0.009,-0.098,0.055
166112,-0.062,0.005,0.01,-0.12,0.06
166113,-0.055,0.019,0.008,-0.193,0.075
166114,-0.05,0.023,0.01,-0.039,0.028
166115,-0.043,0.02,0.008,-0.25,0.131
166116,-0.043,0.018,0.008,-0.076,0.019
166117,-0.038,0.019,0.011,-0.196,0.126
166118,-0.034,0.01,0.004,-0.215,0.084
166119,-0.035,0.021,0.01,-0.018,-0.005
166120,-0.039,0.024,0.007,-0.066,0.005
166121,-0.037,0.022,0.01,-0.14,0.085
166122,-0.036,0.021,0.003,-0.255,0.102
166123,-0.032,0.028,0.01,-0.066,0.023
166124,-0.027,0.025,0.008,-0.258,0.141
166125,-0.032,0.023,0.007,-0.079,0.005
166126,-0.036,0.023,0.013,-0.1,0.069
166127,-0.041,0.021,0.005,-0.282,0.133
166128,-0.034,0.016,0.005,-0.141,0.031
166129,-0.02,0.013,0.012,-0.104,0.059
166130,-0.024,0.015,0.007,-0.224,0.131
166131,-0.03,0.014,0.007,-0.082,0.018
166132,-0.044,0.013,0.011,-0.183,0.108
166133,-0.041,0.018,0.004,-0.189,0.069
166134,-0.046,0.048,0.011,-0.09,0.057
166135,-0.03,0.049,0.011,-0.182,0.125
166136,-0.018,0.046,0.005,-0.129,0.033
166137,-0.031,0.039,0.005,-0.096,0.007
166138,-0.045,0.026,0.012,-0.034,0.013
166139,-0.051,-0.001,0.01,-0.21,0.131
166140,-0.052,-0.012,0.011,-0.169,0.108
166141,-0.043,-0.022,0.008,-0.248,0.121
166142,-0.042,-0.012,0.006,-0.222,0.123
166143,-0.037,0.005,0.008,-0.078,0.016
166144,-0.039,0.017,0.006,-0.05,-0.007
166145,-0.032,0.026,0.013,-0.035,0.033
166146,-0.024,0.018,0.007,-0.228,0.111
166147,-0.024,0.006,0.01,-0.033,-0.0
166148,-0.016,-0.0,0.007,-0.066,0.008
166149,-0.014,0.002,0.011,-0.143,0.09
166150,-0.016,-0.006,0.009,-0.223,0.126
166151,-0.022,-0.012,0.008,-0.256,0.123
166152,-0.023,-0.017,0.004,-0.184,0.061
166153,-0.026,-0.016,0.011,-0.052,0.033
166154,-0.024,-0.012,0.012,-0.114,0.088
166155,-0.018,-0.006,0.004,-0.228,0.094
166156,-0.008,-0.0,0.011,-0.035,0.008
166157,-0.01,-0.017,0.008,-0.214,0.117
166158,-0.015,-0.041,0.008,-0.058,0.003
166159,-0.011,-0.029,0.011,-0.039,0.03
166160,-0.027,-0.025,0.012,-0.087,0.076
166161,-0.03,-0.013,0.005,-0.236,0.092
166162,-0.034,0.007,0.004,-0.138,0.079
166163,-0.038,0.014,0.005,-0.069,0.001
166164,-0.034,0.005,0.014,-0.043,0.01
166165,-0.028,0.006,0.007,-0.216,0.102
166166,-0.032,0.018,0.011,-0.101,0.058
166167,-0.035,0.019,0.004,-0.188,0.067
166168,-0.037,0.017,0.012,-0.081,0.056
166169,-0.035,0.011,0.005,-0.159,0.058
166170,-0.039,0.002,0.005,-0.111,0.011
166171,-0.052,-0.006,0.008,-0.017,-0.017
166172,-0.06,-0.007,0.011,-0.146,0.088
166173,-0.078,-0.002,0.004,-0.188,0.067
166174,-0.08,0.006,0.009,-0.051,0.022
166175,-0.062,0.012,0.009,-0.153,0.077
166176,-0.032,0.014,0.004,-0.216,0.083
166177,-0.028,0.016,0.011,-0.13,0.044
166178,-0.026,0.027,0.007,-0.17,0.1
166179,-0.029,0.045,0.008,-0.144,0.061
166180,-0.032,0.058,0.012,-0.157,0.114
166181,-0.038,0.052,0.005,-0.266,0.112
166182,-0.034,0.046,0.008,-0.055,0.001
166183,-0.015,0.048,0.012,-0.15,0.101
166184,-0.015,0.052,0.004,-0.194,0.066
166185,-0.013,0.047,0.011,-0.012,0.001
166186,-0.015,0.037,0.01,-0.2,0.116
166187,-0.01,0.024,0.006,-0.116,0.027
166188,-0.021,0.027,0.011,-0.166,0.108
166189,-0.023,0.032,0.003,-0.229,0.084
166190,-0.027,0.029,0.006,-0.232,0.096
166191,-0.03,0.028,0.004,-0.164,0.042
166192,-0.039,0.025,0.011,-0.118,0.084
166193,-0.045,0.038,0.004,-0.236,0.093
166194,-0.051,0.039,0.01,-0.028,0.011
166195,-0.051,0.025,0.008,-0.248,0.132
166196,-0.045,0.022,0.005,-0.129,0.036
166197,-0.036,0.025,0.013,-0.046,0.035
166198,-0.034,0.012,0.009,-0.224,0.124
166199,-0.037,0.016,0.007,-0.246,0.125
166200,-0.033,0.019,0.007,-0.252,0.125
166201,-0.025,0.019,0.004,-0.152,0.034
166202,-0.025,0.017,0.012,-0.088,0.063
166203,-0.053,0.01,0.005,-0.256,0.115
166204,-0.094,0.016,0.008,-0.05,-0.009
166205,-0.1,0.023,0.01,-0.166,0.102
166206,-0.08,0.038,0.005,-0.119,0.014
166207,-0.043,0.052,0.008,-0.033,-0.01
166208,-0.018,0.051,0.013,-0.095,0.072
166209,-0.015,0.056,0.004,-0.257,0.117
166210,-0.016,0.062,0.003,-0.159,0.105
166211,-0.018,0.057,0.004,-0.151,0.035
166212,-0.026,0.05,0.012,-0.069,0.048
166213,-0.024,0.041,0.005,-0.259,0.119
166214,-0.019,0.048,0.007,-0.066,0.007
166215,-0.021,0.053,0.012,-0.131,0.086
166216,-0.02,0.045,0.004,-0.225,0.093
166217,-0.029,0.032,0.009,-0.042,0.005
166218,-0.031,0.02,0.006,-0.247,0.122
166219,-0.025,0.012,0.003,-0.238,0.074
166220,-0.022,0.014,0.004,-0.235,0.084
166221,-0.029,0.018,0.008,-0.031,-0.005
166222,-0.029,0.023,0.012,-0.148,0.088
166223,-0.019,0.008,0.005,-0.069,0.002
166224,-0.026,-0.004,0.012,-0.144,0.094
166225,-0.024,-0.002,0.004,-0.215,0.089
166226,-0.024,0.009,0.011,-0.042,0.017
166227,-0.027,0.015,0.008,-0.242,0.131
166228,-0.023,0.019,0.005,-0.229,0.097
166229,-0.026,0.022,0.005,-0.056,-0.006
166230,-0.032,0.033,0.004,-0.172,0.048
166231,-0.033,0.048,0.01,-0.092,0.046
166232,-0.026,0.06,0.004,-0.241,0.104
166233,-0.025,0.067,0.005,-0.102,0.01
166234,-0.03,0.058,0.01,-0.151,0.102
166235,-0.031,0.039,0.004,-0.188,0.058
166236,-0.04,0.048,0.011,-0.101,0.061
166237,-0.041,0.064,0.006,-0.139,0.043
166238,-0.038,0.062,0.01,-0.169,0.099
166239,-0.031,0.071,0.004,-0.151,0.039
166240,-0.021,0.073,0.008,-0.028,0.048
166241,-0.023,0.077,0.008,-0.139,0.079
166242,-0.025,0.095,0.01,-0.143,0.051
166243,-0.025,0.078,0.012,-0.127,0.048
166244,-0.022,0.043,0.009,-0.142,0.055
166245,-0.016,0.022,0.011,-0.131,0.096
166246,-0.025,0.011,0.006,-0.145,0.05
166247,-0.029,0.009,0.01,-0.177,0.108
166248,-0.031,0.006,0.006,-0.108,0.017
166249,-0.032,0.008,0.006,-0.071,-0.01
166250,-0.024,0.01,0.008,-0.024,-0.0
166251,-0.021,0.026,0.008,-0.222,0.115
166252,-0.02,0.021,0.007,-0.065,-0.002
166253,-0.024,0.018,0.009,-0.2,0.106
166254,-0.029,0.002,0.011,-0.077,0.04
166255,-0.035,-0.005,0.005,-0.213,0.091
166256,-0.05,0.003,0.011,-0.111,0.061
166257,-0.049,0.017,0.005,-0.222,0.113
166258,-0.046,0.022,0.012,-0.08,0.04
166259,-0.042,0.021,0.01,-0.209,0.134
166260,-0.043,0.018,0.01,-0.236,0.142
166261,-0.044,0.01,0.005,-0.173,0.059
166262,-0.043,0.021,0.009,-0.007,-0.017
166263,-0.041,0.026,0.011,-0.015,-0.004
166264,-0.044,0.013,0.009,-0.203,0.116
166265,-0.046,0.009,0.005,-0.213,0.082
166266,-0.042,0.013,0.006,-0.091,0.002
166267,-0.043,0.014,0.009,-0.203,0.114
166268,-0.038,0.018,0.006,-0.119,0.037
166269,-0.033,0.033,0.007,-0.217,0.11
166270,-0.034,0.042,0.005,-0.254,0.109
166271,-0.063,0.05,0.008,-0.065,0.007
166272,-0.083,0.059,0.007,-0.208,0.106
166273,-0.088,0.048,0.011,-0.05,0.022
166274,-0.085,0.041,0.005,-0.23,0.108
166275,-0.07,0.028,0.01,-0.04,0.019
166276,-0.036,0.015,0.006,-0.236,0.098
166277,-0.023,-0.006,0.01,-0.045,0.01
166278,-0.033,-0.014,0.006,-0.242,0.121
166279,-0.041,-0.007,0.01,-0.045,0.008
166280,-0.039,0.021,0.012,-0.126,0.043
166281,-0.039,0.023,0.004,-0.228,0.096
166282,-0.043,0.015,0.01,-0.077,0.033
166283,-0.039,0.008,0.004,-0.229,0.1
166284,-0.031,0.016,0.011,-0.045,0.023
166285,-0.016,0.035,0.004,-0.23,0.103
166286,-0.016,0.041,0.011,-0.082,0.044
166287,-0.011,0.037,0.01,-0.192,0.127
166288,-0.004,0.021,0.007,-0.118,0.043
166289,-0.008,0.011,0.007,-0.223,0.118
166290,-0.01,-0.001,0.003,-0.223,0.061
166291,-0.013,-0.004,0.01,-0.076,0.029
166292,-0.016,0.002,0.005,-0.189,0.068
166293,-0.03,0.013,0.011,-0.14,0.086
166294,-0.028,0.02,0.006,-0.122,0.031
166295,-0.027,0.028,0.011,-0.008,-0.0
166296,-0.025,0.035,0.008,-0.189,0.097
166297,-0.022,0.041,0.009,-0.1,0.047
166298,-0.024,0.031,0.004,-0.23,0.095
166299,-0.016,-0.001,0.011,-0.095,0.051
166300,0.014,0.01,0.012,-0.105,0.076
166301,0.009,0.04,0.005,-0.228,0.096
166302,-0.037,0.051,0.01,-0.084,0.043
166303,-0.074,0.047,0.005,-0.255,0.124
166304,-0.077,0.049,0.01,-0.068,0.035
166305,-0.059,0.055,0.007,-0.199,0.092
166306,-0.054,0.053,0.008,-0.113,0.028
166307,-0.054,0.048,0.008,-0.184,0.086
166308,-0.062,0.039,0.009,-0.136,0.074
166309,-0.057,0.035,0.005,-0.094,0.075
166310,-0.05,0.041,0.014,-0.113,0.049
166311,-0.049,0.058,0.013,-0.051,0.049
166312,-0.051,0.058,0.008,-0.224,0.118
166313,-0.05,0.06,0.009,-0.062,0.013
166314,-0.043,0.073,0.007,-0.213,0.106
166315,-0.059,0.075,0.01,-0.068,0.027
166316,-0.088,0.08,0.005,-0.252,0.119
166317,-0.103,0.059,0.009,-0.062,0.01
166318,-0.07,0.038,0.006,-0.247,0.126
166319,-0.029,0.042,0.003,-0.152,0.013
166320,-0.007,0.049,0.004,-0.096,0.005
166321,-0.003,0.051,0.011,-0.099,0.058
166322,-0.01,0.034,0.004,-0.191,0.065
166323,-0.007,0.018,0.01,-0.113,0.015
166324,-0.006,0.019,0.011,-0.174,0.107
166325,-0.016,0.017,0.008,-0.093,0.026
166326,-0.025,0.026,0.007,-0.216,0.103
166327,-0.025,0.032,0.009,-0.042,0.006
166328,-0.019,0.035,0.01,-0.04,0.014
166329,-0.02,0.03,0.007,-0.23,0.126
166330,-0.018,0.035,0.004,-0.202,0.055
166331,-0.018,0.046,0.01,-0.093,0.059
166332,-0.024,0.055,0.007,-0.129,0.036
166333,-0.028,0.036,0.008,-0.192,0.099
166334,-0.03,0.011,0.003,-0.113,0.008
166335,-0.022,-0.01,0.011,-0.107,0.063
166336,-0.021,-0.007,0.004,-0.218,0.073
166337,-0.03,0.012,0.004,-0.084,0.044
166338,-0.037,0.016,0.011,-0.04,0.027
166339,-0.041,0.013,0.011,-0.132,0.093
166340,-0.041,0.017,0.009,-0.209,0.122
166341,-0.03,0.014,0.008,-0.07,0.01
166342,-0.031,0.011,0.007,-0.219,0.12
166343,-0.036,0.006,0.004,-0.123,0.005
166344,-0.025,0.007,0.011,-0.142,0.087
166345,-0.018,0.001,0.005,-0.268,0.134
166346,-0.015,-0.002,0.004,-0.233,0.127
166347,-0.011,0.008,0.004,-0.244,0.097
166348,-0.018,0.016,0.01,-0.046,0.015
166349,-0.027,0.016,0.011,-0.045,0.032
166350,-0.028,0.02,0.011,-0.094,0.062
166351,-0.028,0.031,0.008,-0.259,0.134
166352,-0.031,0.028,0.008,-0.043,-0.002
166353,-0.027,0.029,0.011,-0.193,0.111
166354,-0.026,0.028,0.004,-0.166,0.049
166355,-0.022,0.024,0.013,-0.076,0.052
166356,-0.024,0.031,0.012,-0.09,0.068
166357,-0.021,0.038,0.006,-0.185,0.067
166358,-0.019,0.05,0.011,-0.101,0.056
166359,-0.02,0.061,0.007,-0.123,0.047
166360,-0.025,0.072,0.007,-0.063,0.007
166361,-0.023,0.07,0.012,-0.041,0.028
166362,-0.028,0.063,0.012,-0.117,0.099
166363,-0.024,0.062,0.004,-0.218,0.077
166364,-0.041,0.061,0.011,-0.059,0.04
166365,-0.04,0.067,0.005,-0.257,0.116
166366,-0.036,0.065,0.002,-0.157,0.09
166367,-0.035,0.063,0.01,-0.098,0.009
166368,-0.024,0.059,0.01,-0.179,0.101
166369,-0.025,0.067,0.007,-0.098,0.029
166370,-0.022,0.065,0.011,-0.043,0.034
166371,-0.026,0.05,0.009,-0.145,0.066
166372,-0.03,0.036,0.007,-0.141,0.065
166373,-0.033,0.025,0.009,-0.124,0.087
166374,-0.033,0.016,0.007,-0.238,0.079
166375,-0.034,0.037,0.005,-0.111,0.068
166376,-0.029,0.057,0.009,-0.189,0.099
166377,-0.026,0.064,0.008,-0.091,0.032
166378,-0.026,0.059,0.007,-0.238,0.113
166379,-0.032,0.055,0.004,-0.199,0.06
166380,-0.039,0.038,0.004,-0.115,0.013
166381,-0.034,0.032,0.011,-0.14,0.084
166382,-0.039,0.023,0.004,-0.197,0.066
166383,-0.042,0.016,0.011,-0.129,0.077
166384,-0.035,0.01,0.005,-0.166,0.051
166385,-0.03,-0.0,0.009,-0.175,0.11
166386,-0.03,-0.007,0.007,-0.084,0.013
166387,-0.031,-0.006,0.008,-0.22,0.12
166388,-0.031,-0.009,0.008,-0.093,0.033
166389,-0.039,-0.015,0.009,-0.238,0.107
166390,-0.038,-0.001,0.008,-0.205,0.104
166391,-0.034,-0.003,0.003,-0.218,0.074
166392,-0.034,-0.001,0.011,-0.107,0.066
166393,-0.041,-0.006,0.004,-0.194,0.066
166394,-0.04,-0.006,0.012,-0.11,0.072
166395,-0.035,-0.012,0.006,-0.123,0.039
166396,-0.03,-0.007,0.01,-0.186,0.109
166397,-0.027,0.004,0.006,-0.112,0.024
166398,-0.022,0.007,0.011,-0.145,0.084
166399,-0.017,0.007,0.005,-0.152,0.046
166400,-0.025,0.011,0.004,-0.128,0.029
166401,-0.029,0.008,0.012,-0.035,0.015
166402,-0.032,0.002,0.007,-0.24,0.121
166403,-0.037,0.006,0.01,-0.097,0.052
166404,-0.029,0.008,0.006,-0.142,0.05
166405,-0.033,0.004,0.011,-0.037,0.034
166406,-0.03,-0.004,0.008,-0.246,0.129
166407,-0.026,-0.017,0.002,-0.176,0.107
166408,-0.024,-0.018,0.009,-0.048,0.005
166409,-0.02,-0.024,0.012,-0.154,0.101
166410,-0.017,-0.021,0.012,-0.125,0.097
166411,-0.021,-0.002,0.005,-0.183,0.068
166412,-0.031,0.007,0.011,-0.056,0.026
166413,-0.042,0.017,0.005,-0.206,0.076
166414,-0.043,0.017,0.012,-0.056,0.037
166415,-0.035,0.017,0.007,-0.205,0.096
166416,-0.028,0.014,0.005,-0.096,0.002
166417,-0.029,0.017,0.011,-0.138,0.09
166418,-0.036,0.02,0.007,-0.1,0.014
166419,-0.033,0.03,0.007,-0.208,0.116
166420,-0.034,0.023,0.004,-0.102,0.067
166421,-0.037,0.02,0.011,-0.117,0.079
166422,-0.037,0.03,0.005,-0.2,0.076
166423,-0.04,0.038,0.012,-0.099,0.064
166424,-0.035,0.036,0.01,-0.156,0.103
166425,-0.036,0.04,0.005,-0.18,0.069
166426,-0.042,0.044,0.011,-0.119,0.067
166427,-0.036,0.05,0.005,-0.168,0.06
166428,-0.032,0.051,0.011,-0.152,0.089
166429,-0.03,0.05,0.004,-0.157,0.043
166430,-0.031,0.036,0.004,-0.109,0.011
166431,-0.031,0.032,0.012,-0.12,0.084
166432,-0.029,0.027,0.007,-0.27,0.128
166433,-0.029,0.032,0.009,-0.059,0.002
166434,-0.022,0.035,0.008,-0.205,0.105
166435,-0.022,0.04,0.01,-0.032,0.008
166436,-0.027,0.047,0.007,-0.218,0.098
166437,-0.029,0.052,0.01,-0.085,0.055
166438,-0.025,0.059,0.008,-0.132,0.052
166439,-0.021,0.065,0.009,-0.118,0.075
166440,-0.028,0.049,0.007,-0.161,0.064
166441,-0.032,0.038,0.009,-0.12,0.053
166442,-0.034,0.032,0.005,-0.26,0.132
166443,-0.035,0.029,0.007,-0.07,0.001
166444,-0.024,0.036,0.009,-0.192,0.118
